Formula,High-EI 2014,High-EI 2015,High-EI 2016,High-EI 2017,High-EI 2018,High-EI 2019,High-EI 2020,Low-EI 2015,Low-EI 2016,Low-EI 2017,Low-EI 2018,Low-EI 2019,Low-EI 2020,KEGG ID,PC4 loadings
C15H10O8,59122,48360,28809,36056,113956.083333333,11712.8333333333,13601.6666666667,51502,22007,44965,112467.583333333,10299.6666666667,8313,C04109 | C10107 | C10122,-0.0062949186
C9H17N4O9P,0,0,0,0,19560.6666666667,10837,15229.3333333333,0,0,0,19982.5555555556,9628.6666666667,19235.6666666667,C04454,-0.0062085316
C18H35NO,19851,8693.5,0,83313,0,0,0,10850,0,205947,0,0,0,C18786 | C19670,-0.0059927779
C12H20N3O6SCl,0,0,21479,0,0,0,0,0,22086,0,0,0,0,C20304,-0.0059249305
C37H60N7O18P3S,0,0,0,0,0,0,0,0,0,6427,0,0,0,C16331,-0.0059193808
C8H20O7P2,0,0,0,0,0,0,0,0,0,4890,0,0,0,C19017,-0.0059193808
C23H30N4O4S2,0,0,0,0,0,0,0,0,0,11316,0,0,0,C14123,-0.0059193808
C8H17NOS,0,0,0,0,0,0,0,0,0,19251,0,0,0,C17249,-0.0059193808
C9H12O,9590,6122,0,0,0,0,0,6260,0,0,0,0,0,C14311,-0.0058286312
C12H16O2,1778,0,0,0,0,0,0,2235,0,0,0,0,0,C09909 | C17853 | C17875 | C22087,-0.0056100139
C6H11N3,0,0,2591.25,0,0,0,0,0,2333.5,0,0,0,0,C05127 | C17928 | C17929,-0.0055954747
C7H6O6,0,0,0,0,0,0,7266,0,0,0,0,0,7412,C01163 | C01278 | C02167 | C02514 | C03666 | C04480 | C04484 | C04553 | C05375,-0.005562713
C9H14O,45.8,202.2,582,0,0,0,0,190,0,0,0,0,0,C08499 | C14743 | C16323,-0.0055235808
C9H14O2,122.25,257.125,1098.75,0,0,0,0,92.75,410.5,0,0,0,0,C09772,-0.0052630029
C8H11N,0,0,755,0,0,0,0,0,578,0,0,0,0,C02455 | C02846 | C05332 | C11003 | C11004 | C14455 | C18993,-0.0051612663
C26H42O4,10045,0,0,0,0,0,0,6808,3302.25,0,0,0,0,C15221,-0.0048664168
C24H41NO10,877,1513.5,0,0,0,0,0,0,45,0,0,0,0,C17008,-0.0045622903
C18H32O2,1218,0,669,0,0,0,0,1156.5,0,0,0,0,0,C01595 | C04056 | C08282 | C08321 | C08459,-0.0045233573
C5H11NO,0,0,0,1571.2,0,0,0,0,0,1908.4,0,0,0,C01842 | C03982 | C10974 | C12455 | C17255 | C19491 | C20312,-0.0044120028
C10H14O2,311,463,0,0,0,0,0,0,0,0,0,0,0,C03037 | C09777 | C09791 | C09792 | C09841 | C09887 | C09896 | C11924 | C11940 | C14351 | C14515 | C17622 | C17690 | C17824 | C18343 | C18352 | C20320 | C21929 | C22201,-0.0039550335
C6H8O7,0,0,0,0,2111.6666666667,0,12830,0,0,0,3213,0,11919,C00158 | C00311 | C00451 | C00679 | C02780 | C03600 | C03921 | C04575 | C04617 | C20889 | C20890 | C20896 | C21091 | C21095,-0.003614043
C11H20O,0,0,0,0,0,631.6666666667,0,0,0,0,0,2380,0,C20243,-0.0035928434
C4H9NO2,0,0,0,0,0,0,4438.3333333333,0,0,0,0,0,4396,C00334 | C01026 | C01205 | C02261 | C02356 | C02721 | C03284 | C03665 | C05145 | C11109 | C11735 | C19514,-0.0034864737
C20H38O2,0,0,830.3333333333,0,0,0,0,0,327,0,0,0,0,C02064 | C16526 | C21946,-0.0033910444
C6H4O4,0,0,0,0,5641.3333333333,0,7483.3333333333,0,0,0,6405.6666666667,0,6611.3333333333,C04431 | C12838 | C20449,-0.0033241881
C12H12O3,0,0,0,0,181563.333333333,0,7040.6666666667,0,0,0,186052,0,0,C09921,-0.0033130979
C12H16O3,0,0,0,0,6031.3333333333,6567.3333333333,9141,0,0,0,7005.1111111111,11162.3333333333,9805,C04561 | C04562 | C10390 | C10430 | C10451 | C15765 | C16975 | C17821 | C17846,-0.0028694269
C7H6O3,35582.8571428571,39870.7142857143,42681,26877.4,1974662.27777778,815388.666666667,2070900.77777778,34631.8571428571,36842,29167.8,2042320.77777778,860219.878787879,2177035.38888889,C00156 | C00587 | C00805 | C05585 | C10832 | C16700 | C18316,-0.0028390447
C18H32O3,2165,0,0,0,0,0,0,0,1863,0,0,0,0,C08318 | C08368 | C14762 | C14767 | C14825 | C14826 | C19617,-0.002600789
C27H34O15,0,0,0,0,62434.6666666667,47482,93933,0,0,0,73878,49143.3333333333,99172.3333333333,C11639,-0.002234258
C9H14O4,970,0,0,0,0,0,0,553.25,0,0,0,0,0,C14112,-0.0020813115
C21H16O8,0,0,9619,5687,0,0,0,0,0,2723,0,0,0,C12415 | C12417 | C12421 | C18630,-0.0018231727
C8H10N4O2,1474050.5,1596131,2931007,2262873,81847708.3333333,100007260,96941848,1683899,3538834,3221240,104945289,135618578.333333,107211820.666667,C07481,-0.0015813755
C19H27N5O3,1091,0,25.5,0,0,0,0,0,698.5,0,0,0,0,C20097,-0.0014983816
C9H12,612,440,0,0,0,0,0,0,0,0,0,0,0,C14396 | C14508 | C14518 | C14522 | C14533 | C14572,-0.0014941201
C5H6O5,0,0,0,0,28663,0,0,0,0,0,26113.8333333333,0,0,C00026 | C03716 | C05406 | C06030 | C06316 | C21632,-0.00127148
C9H17NO5,0,6200,0,5994,32613.6666666667,36546.6666666667,77395.6666666667,0,0,10436,53931,53415.6666666667,69733,C00864,-0.0012204892
C10H19NO2S2,0,0,0,0,0,0,12766.3333333333,0,0,0,0,0,12203.6666666667,C01136,-0.0009866169
C9H13N2O11P2F,0,0,0,0,8708.3333333333,8607.3333333333,16763,0,0,0,6901,9174.6666666667,19740.3333333333,C21750,-0.0008735152
C8H8N4,0,0,1308.5,0,0,0,0,0,18,0,0,0,0,C07040,-0.0007863464
C18H36O,0,0,833,0,0,0,0,0,0,0,0,0,0,C01838,-0.0006858405
C6H12OCl2,0,0,3727,0,0,0,0,0,0,0,0,0,0,C19350,-0.0006858405
C15H10O6,6115,6165,0,2532,43201.3333333333,67012.125,88352.4444444444,6687.5,5057,18515.3333333333,50168.1666666667,73167.125,99871.3333333333,C01514 | C05903 | C08576 | C08720 | C10036 | C10041 | C10097 | C10184 | C10510 | C12134 | C17786 | C17810,-0.000624729
C19H20O4,0,0,0,0,0,10981.6666666667,14531.6666666667,0,0,0,0,16897.3333333333,16993.3333333333,C09136 | C10283 | C14211 | C14935,-0.0004790903
C12H18N4O4PS,4853,2578,0,2773,0,0,0,0,0,0,0,0,0,C01081,-0.0001939561
C7H10O4,473,0,0,0,0,0,0,149.6666666667,0,0,0,0,0,C02631 | C04670 | C04815 | C05126,3.1346639540332e-05
C15H14O6,233479.333333333,217713.666666667,350475.5,435641,4641845.22222222,2237665.06666667,4844486.44444444,198890,216295.5,355593.5,4194811.88888889,2432420.6,5264047.55555556,C03648 | C05907 | C06562 | C08739 | C08742 | C09030 | C09511 | C09727 | C09728 | C09736 | C09787 | C09796 | C14079 | C17590,0.000267251
C12H12O2,0,0,0,0,0,10559,18117.6666666667,0,0,0,0,11072,21019.6666666667,C06589 | C16924,0.0003441622
C25H32N2O6,0,0,0,0,11243.6666666667,0,0,0,0,0,9812.6666666667,0,0,C01626,0.0004209623
C7H12O6,0,0,0,15608,0,0,0,0,0,0,0,0,0,C00296 | C01295 | C12113 | C17691 | C17694 | C21282,0.000538234
C4H8N2O,0,0,0,2649.5,0,0,0,0,0,0,0,0,0,C08305 | C19285,0.000538234
C14H10N4O5,0,0,0,0,14651,15962.3333333333,15382.8333333333,0,0,0,11932.1111111111,12150.3333333333,21809.1666666667,C06939,0.0008346634
C8H7N,0,0,0,0,14611.2222222222,54928.6666666667,0,0,0,0,24811,123614.666666667,0,C00463 | C16074,0.0010803531
C2H7O3P,24271,0,23635.5,0,0,0,0,0,2173,0,0,0,0,C18401 | C19406,0.0012285189
C9H16O2,1024,241,0,0,0,0,0,0,0,0,0,0,0,C02445 | C08471 | C08501 | C21642,0.0013940104
C13H20O3,0,0,0,0,8519.6666666667,0,0,0,0,0,7197.6666666667,0,0,C01760 | C04166 | C11512 | C16318,0.0016930248
C22H20N2O7,0,0,0,0,0,5170,0,0,0,0,0,14159,0,C09020,0.0020078374
C18H32O16,5333,0,0,7240,0,0,0,0,0,0,0,0,0,C00492 | C00713 | C00883 | C01835 | C02160 | C03367 | C03661 | C03848 | C05404 | C06219 | C08239 | C08243 | C08251 | C21454,0.0022744557
C11H22N5O6P,0,0,0,0,53266.3333333333,0,67613.3333333333,0,0,0,42138.3333333333,0,64012,C17944,0.0024755852
C10H10O2,0,0,0,0,17852,13620.1111111111,18081.25,0,0,0,24229.3333333333,20153.7777777778,15205.4166666667,C04314 | C04514 | C06205 | C06358 | C10472 | C10475 | C10490 | C12088 | C15419 | C20269,0.0028076402
C30H26O11,0,0,0,0,10759,7236.6666666667,14834.3333333333,0,0,0,7810,11229,16367.6666666667,C10228 | C17775 | C17776 | C17777,0.0028237826
C14H18O4,0,0,0,0,0,596.6666666667,0,0,0,0,0,1568,0,C14468 | C14469,0.0028481098
C7H14O,2924,0,0,0,0,0,0,0,0,0,0,0,0,C08380 | C14390,0.0029485616
C32H63NO3,1741,0,0,0,0,0,0,0,0,0,0,0,0,C13916,0.0029485616
C16H28O,363,0,0,0,0,0,0,0,0,0,0,0,0,C20128,0.0029485616
C18H39O7P,21007,0,0,0,0,0,0,0,0,0,0,0,0,C14446,0.0029485616
C16H22O4,0,1438,535,0,199285.333333333,551,0,0,0,0,151392.666666667,2158.3333333333,0,C03343 | C14214 | C15205,0.0057223866
C16H27NO6,0,0,0,0,5132.3333333333,0,1473.6666666667,0,0,0,4799,0,806,C10301,0.0062930123
C6H6O2,0,0,0,0,20340.3333333333,16037.7777777778,19918.1666666667,0,0,0,17829.6666666667,16109,22673.8333333333,C00090 | C00530 | C01751 | C01785 | C11115 | C15571,0.0067014842
C8H17NO,0,0,0,0,776.6666666667,0,0,0,0,0,570.1666666667,0,0,C10152 | C10168 | C19983,0.0070791268
C12H15N2O3PS,3120,0,0,0,2407.3333333333,0,0,0,0,0,1786.6666666667,0,0,C11030 | C18757,0.0071339831
C30H26O12,53610,55388.25,90466,90991.3333333333,244412.266666667,176762.933333333,271103.4,65437.5,76217,74359.3333333333,246766.933333333,165751.2,264096.866666667,C10221 | C10238 | C17639 | C17640,0.0082677517
C6H12O2,0,0,0,0,0,7018.6666666667,0,0,0,0,1156.6666666667,11945.6666666667,0,C01585 | C02948 | C03739 | C12293 | C12304 | C12313 | C21399,0.008400831
C6H13N,0,0,0,0,0,1219.6666666667,0,0,0,0,0,2503.7777777778,0,C00571,0.0084397755
C18H15N3O7S,0,0,10921,0,11363.6666666667,0,0,0,12911,0,5305.3333333333,0,0,C20799,0.0090422975
C6H5NO2,0,0,0,0,0,3556.3333333333,0,0,0,0,0,7121,0,C00253 | C06813 | C07446 | C10164,0.00905555
C9H15N4O8P,0,0,0,0,73255,32521.5,48426.6666666667,0,0,0,65807.6666666667,31356.6666666667,48538.8333333333,C04677,0.0090791697
C12H20O2,0,0,0,0,5772.6666666667,0,0,0,0,0,3977.6666666667,0,0,C08486 | C09837 | C09861 | C09863 | C11338 | C12300 | C12301 | C12302 | C12306,0.0094250027
C6H10O3,0,0,0,0,0,956.6666666667,0,0,0,0,0,1807.5,0,C00233 | C00671 | C00902 | C01012 | C02122 | C02129 | C03241 | C03465 | C03467 | C03500 | C06008 | C06102 | C12314 | C14530,0.0105256544
C14H20O3,0,18,0,0,4265.6666666667,0,4621.3333333333,0,0,0,6062.3333333333,0,2164.6666666667,C14274 | C14718,0.0105826633
C30H26O14,17410.3333333333,13526,16708,13043.25,52374.2222222222,50690.2,73917.4444444444,7151,3622,6232,47268.1666666667,49506.1333333333,77108.6111111111,C10227,0.0106566476
C5H7N3,0,0,346,0,33850.3333333333,79375.6666666667,41614.3333333333,0,3710.6666666667,0,49109,104776.333333333,40186,C10133,0.0107976017
C10H8O3,0,0,0,0,17516.6666666667,9534.25,8189,0,0,0,11575.8888888889,9245.5,11236.8333333333,C01173 | C03081 | C09268,0.0110643869
C16H13NO3ClF,0,0,0,0,8048.3333333333,9933.3333333333,0,0,0,0,12570.5,3695.3333333333,0,C18788 | C19052,0.0115716895
C9H17NO,0,0,2036,0,0,0,1894.3333333333,0,0,206,0,0,1419.6666666667,C06184,0.011755156
C18H28O4,0,0,0,0,0,1238.6666666667,0,0,0,0,0,2184,0,C10373 | C15818,0.0123342916
C15H14O7,562905.666666667,655467,520131.666666667,626451.666666667,4394108.27777778,4744912.5,9204176.11111111,531297.333333333,460588,544575.333333333,3936888.33333333,4557309.91666667,8923947,C05906 | C12127 | C12136,0.0124618271
C7H9NO,0,0,0,0,0,1395.6666666667,0,0,0,0,0,2422.6666666667,0,C19191 | C19326,0.0127514063
C8H8O4,8658,6730.5,3583,4928,181126.333333333,110716,149958.733333333,7160,4097,1931,166389.041666667,106983.4,144675.266666667,C00544 | C01161 | C01839 | C03198 | C03235 | C05343 | C05577 | C06207 | C06672 | C07087 | C10331 | C11527 | C14109 | C16215 | C21895,0.0131048574
C15H11O7,0,0,0,0,0,0,9326.6666666667,0,0,0,0,0,7211.3333333333,C05908 | C08646,0.013726924
C15H22O,0,0,0,0,14776.1666666667,9551.6666666667,0,0,0,0,13397.8333333333,11980.8333333333,0,C09729 | C09730 | C09737 | C09744 | C09745 | C09938 | C16779 | C16966 | C17090 | C17494 | C17501 | C17914 | C17954 | C19677 | C19939 | C20262 | C20308 | C22013,0.0137509787
C15H12O7,18135.6666666667,21658,29857.5,13016,547834,470644.2,654882.133333333,18494,28924.5,14581,516897.25,458122.866666667,637863.133333333,C01617 | C05911 | C12316,0.0137783043
C12H14O3,0,0,0,0,7998.6666666667,11869,22840.6666666667,0,0,0,12699.6666666667,9500.3333333333,19018.5,C04000 | C10476 | C12458 | C14567,0.0145156468
C11H10O3,0,0,0,0,1827.6666666667,1344,0,0,0,0,1268.6666666667,2608.3333333333,0,C11052 | C14105 | C15102 | C17916,0.0146051234
C12H22O,0,0,0,0,13305.3333333333,2238.6666666667,0,0,0,0,9289,2226.3333333333,0,C16286,0.0147244553
C8H8,0,0,0,0,9615.4444444445,4652,0,0,0,0,8955,2731.6666666667,0,C07083,0.0147762374
C6H10O2,7671,0,0,0,0,7925.3333333333,0,1614,0,0,0,12529.6666666667,0,C01147 | C01880 | C03228,0.0148641694
C13H26NO10PS3,0,0,0,0,5554.6666666667,0,0,0,0,0,3233,0,0,C04832,0.0153304002
C20H32N6O12S2,0,0,0,0,56982,82771,135245.666666667,0,0,0,46480.3333333333,163396.666666667,112974,C00127,0.0154009348
C5H4O3,0,0,0,0,17437.3333333333,17971,0,0,0,0,17251.3333333333,22041.6666666667,0,C01546,0.0155939136
C12H23N,0,8989,0,0,0,34411.6666666667,0,0,0,0,0,51327,0,C14686,0.0160499746
C10H12N4O4,0,0,0,0,0,7881.3333333333,0,0,0,0,0,11876.3333333333,0,C01736 | C05512 | C15586 | C21102,0.016645388
C9H10N2O,0,0,0,0,9175.6666666667,15835,6883.6666666667,0,0,0,5075,17543,10141.3333333333,C13840,0.0168208036
C15H14O5,0,8881,7526,8522,144922.833333333,107624.833333333,141472.666666667,0,0,0,104695.333333333,117115.166666667,145871.166666667,C00774 | C08929 | C08948 | C09029 | C09320 | C09735 | C09952 | C12122 | C12124 | C12128 | C13767 | C16415,0.0169581653
C10H14N5O7P,0,0,0,0,0,7128,0,0,0,0,0,10301,0,C00020 | C00362 | C00946 | C01367 | C04378 | C19970,0.0178307756
C7H4O5,0,0,0,0,0,38683.6666666667,43158.3333333333,0,0,0,0,35899.3333333333,43285,C20366,0.0183577594
C13H10O5,0,0,0,0,3833.6666666667,0,0,0,0,0,2013,0,0,C02162 | C06355 | C09285,0.0186461396
C22H18O8,0,0,0,0,0,6086.3333333333,9506,0,0,0,0,8088.6666666667,8229.3333333333,C12422 | C12423,0.0190932245
C18H22N5O8SF,0,0,0,0,3006,0,0,0,0,0,1528,0,0,C18429,0.0196423251
C29H39N5O8,0,3967,0,0,26676,0,0,0,0,0,13040.3333333333,0,0,C12012,0.0200315033
C9H16N2O4,0,0,0,0,0,0,9412,0,0,0,0,0,6574.6666666667,C15700,0.0204658913
C8H10O,0,0,1679,0,0,38009.6666666667,0,3146,0,0,0,49418,0,C05853 | C06757 | C07112 | C07213 | C07216 | C11348 | C13637 | C14385 | C14386 | C14582,0.0205339963
C17H28O2,0,0,0,0,0,4186.6666666667,0,0,0,0,0,5506.3333333333,0,C16344,0.0205364629
C23H26O7,0,0,0,0,0,4845,35257.8333333333,0,0,0,0,4232,26463,C10707,0.0207332793
C6H6N2O,0,0,0,0,103473.333333333,202945.666666667,180244,0,0,0,123958,264533,144168,C00153 | C01950 | C02421,0.0211349432
C13H14O3,0,0,0,0,15844.7777777778,11800.1666666667,17974.7333333333,0,0,0,12051.7777777778,19633.5833333333,14672,C08744 | C08979 | C09006,0.021590703
C16H26O3,0,0,0,0,0,6685.6666666667,0,0,0,0,0,8377.3333333333,0,C04834 | C09693 | C09694,0.0219389686
C10H12O3,0,0,0,0,0,1549,0,0,0,0,0,1919,0,C00590 | C15475 | C20343,0.0222686716
C21H26O7,0,0,0,0,4881.6666666667,0,7154.6666666667,0,0,0,0,0,6911.3333333333,C09412,0.0225252192
C5H5N5,0,0,0,0,4926,9947.3333333333,19340.6666666667,0,0,0,9024.5,21367.8333333333,10759.3333333333,C00147,0.0228213916
C32H26O14,0,0,0,0,11657.3333333333,0,0,0,0,0,5298,0,0,C06691,0.0228932563
C20H12O5,0,0,0,0,8711.6666666667,0,0,0,0,0,3936.3333333333,0,0,C10355,0.0230539878
C15H10O5,0,0,0,0,18204.3333333333,10057,24528.6666666667,0,0,0,15297.3333333333,13778.3333333333,18909.6666666667,C01477 | C02495 | C06563 | C08730 | C10023 | C10037 | C10044 | C10113 | C10294 | C10343 | C10369 | C10376 | C10379 | C10397 | C14313 | C14314 | C15222 | C16796,0.0231139022
C8H8O3,0,0,0,0,26911,36228.4166666667,54287.6666666667,0,0,0,24960.619047619,38326.25,46388.8888888889,C00642 | C00755 | C01983 | C01984 | C02181 | C02519 | C02639 | C02657 | C03663 | C04043 | C05593 | C05852 | C10675 | C10804 | C12064 | C12305 | C13635 | C13636 | C14088 | C14103 | C14108 | C17900 | C21167,0.0232462525
C9H10,0,0,0,0,0,19349.6666666667,0,0,0,0,0,22804,0,C14395,0.0237165578
C27H35N5O8,10896,10606,6735,0,12580,7055,0,6337,0,6662,8589,0,0,C12011,0.0237456087
C11H10O4,0,0,0,0,8226.6666666667,11693.3333333333,15736.3333333333,0,0,0,7452.3333333333,11709.3333333333,13698.3333333333,C09012 | C09311 | C14085 | C14086 | C14092 | C20210,0.0243445708
C8H13NO4,0,0,0,0,0,1602.5,0,0,0,0,0,1842.1666666667,0,C03682 | C05548 | C11842 | C12988 | C21195,0.0244368464
C15H16N4O,0,0,0,0,0,2906,0,0,0,0,0,3317,0,C19518,0.0246419247
C6H11NO2,0,1546.5,0,0,121954.833333333,82031.1111111111,155143.111111111,5557.5,6609.5,4065,102788.666666667,112367.444444444,118863.444444444,C00408 | C03969 | C05936 | C07500 | C13696 | C22223,0.0247332055
C15H14O8,6625,6697,10834,5769,208161.444444444,173965.111111111,120349.777777778,5428,8921,0,162802.222222222,194033.111111111,109999.222222222,C05909,0.0252667213
C7H8O,0,0,0,0,0,1086.6666666667,0,0,0,0,0,1211,0,C00556 | C01403 | C01467 | C01468 | C01542 | C03485,0.0253331022
C10H17N3O6S,0,0,10332,0,508.6666666667,21317.3333333333,27045,0,9295,0,5914.3333333333,32031.3333333333,17240,C00051,0.0253700313
C15H18O3,0,0,0,0,6782.1666666667,8763.1666666667,13942.8333333333,0,0,0,13712.6666666667,2051.6666666667,8291.6666666667,C02206 | C09287 | C09292 | C09300 | C09394 | C09476 | C09545 | C09601 | C09605 | C09606 | C17085 | C17490 | C17912,0.0254090324
C13H18O4,0,0,0,0,0,3589,0,0,0,0,0,3983,0,C20199,0.0254532145
C9H8O4,16625,17741,8643,7477,99950.8888888889,140233.666666667,141155.5,13985,6483,0,88333.2222222222,137037.666666667,128548.333333333,C01179 | C01197 | C01405 | C01481 | C05350 | C12623,0.0259607374
C6H8O,0,0,0,0,0,23765,0,0,0,0,0,25706,0,C02395 | C19249,0.0261903826
