Formula,High-EI 2014,High-EI 2015,High-EI 2016,High-EI 2017,High-EI 2018,High-EI 2019,High-EI 2020,Low-EI 2015,Low-EI 2016,Low-EI 2017,Low-EI 2018,Low-EI 2019,Low-EI 2020
C15H14N4O,0,0,0,0,22234,0,0,0,0,0,29408.3333333333,0,0
C18H34N2O8PSCl,0,0,0,0,31926.3333333333,0,0,0,0,0,42194.6666666667,0,0
C9H8O2,0,0,0,0,2929.3333333333,3329.3333333333,6972.3333333333,0,0,0,8080.1666666667,9857.1666666667,5503.6666666667
C7H6O2,20190.5,16494,10527,24758,495707.533333333,331541.476190476,447481.533333333,15138,7775,27972,579364.2,437263.047619048,585502.933333333
C5H14NO4P,6915,11920,0,0,0,0,0,13480,6646,11314,0,0,0
C6H7N3O,154539,157936,74151,55024,493867,421083.5,572236.666666667,174825,77755,74508,641739,572927.5,658857.333333333
C11H19NO9,10040,10317,8233,0,0,0,0,43778,21589,17340,0,0,0
C4H7NO4,33125,31903,10245,16140,0,0,0,32572,45707,38320,0,0,0
C11H9NO2,10220,17433,0,0,0,0,0,14587,12032,18498,0,0,0
C15H23N5O4,0,0,0,0,0,0,10904.6666666667,0,0,0,0,0,12711.3333333333
C22H18O12,0,0,0,0,57067,36373,35288.1666666667,0,0,0,69553,46964.5,48742.6666666667
C10H8O2,0,0,0,0,5838.3333333333,4132.6666666667,11673.6666666667,0,0,0,8980.6666666667,7478.1666666667,12356
C20H22O5,0,0,0,0,8099.5,7018.3333333333,13339,0,0,0,10353,10524.1666666667,15995.3333333333
C26H37NO6,0,0,0,0,6375.6666666667,0,0,0,0,0,8113.3333333333,0,0
C12H20N2O3,0,7010,0,0,0,0,0,6265,0,4344,0,0,0
C10H14O3,229.3333333333,1112.3333333333,406.5,0,0,0,0,1976,390.5,0,0,0,0
C6H14N4O2,11428.5,0,0,0,0,0,0,54660,135897,91465,0,0,0
C7H8N4O2,22281,25929,21048,36108,1296372.33333333,967221,476948.833333333,26592,33794,43514,1198854,2054729.66666667,889266.333333333
C25H31NO9,0,0,0,0,6057.6666666667,3723.3333333333,21789.6666666667,0,0,0,3336.6666666667,6883.6666666667,26556
C20H14O8,40632,51653,37813,0,0,0,0,24043,32218,27185,0,0,0
C9H17NO8,0,0,0,0,0,0,0,13976,8053,0,0,0,0
C25H43NO10,0,0,0,0,0,0,0,1147,1350,0,0,0,0
C7H11NO3,47049.5,25391.5,0,19866.5,0,0,0,23717,82714,46277.5,0,0,0
C16H30O3,0,1336.5714285714,0,0,0,0,0,2256.5714285714,0,0,0,0,0
C9H6O3,0,0,0,0,22314.3888888889,32320.25,35403.3333333333,0,0,0,46631.3333333333,39731.7916666667,37131.7666666667
C6H11NO4,0,0,0,0,0,1313.6666666667,0,0,0,0,0,10084,0
C15H12O8,5862,5683,0,0,41537.6,38254.6666666667,46229.8,3594,0,0,54666.3333333333,54777.6666666667,54658.2666666667
C11H20O2,0,0,227.5,0,0,0,0,335,210,0,0,0,0
C4H10O3,0,0,0,0,0,0,3272,0,0,0,0,0,3622.8888888889
C8H15NO4,0,0,0,0,0,0,0,23223,6507,0,0,0,0
C8H10O3,119,302,0,0,0,0,0,370.25,0,0,0,0,0
C9H5N4Cl,0,0,0,0,0,7743.6666666667,6143.6666666667,0,0,0,0,8857.3333333333,10227
C21H22O10,8086,10773,6322,10361,0,0,3829,0,4425,12065,0,0,3888.5
C8H6O3,24069.6666666667,27197.6666666667,19057,14583.75,158869.444444444,153925.958333333,238030.722222222,24717.6666666667,16957.5,17654.25,219305.277777778,176845.875,267370.111111111
C8H17NO5,0,0,0,0,0,0,0,51433,0,11291,0,0,0
C11H15N5O3,0,5260,0,0,0,0,0,27816,0,0,0,0,0
C5H10N2O3,5447,6402,8444,11117,0,0,0,8782,32985,0,0,0,0
C8H13NO5,0,13454,5830,7238,0,0,0,4596,3538,0,0,0,0
C5H9N3,67,0,31822.75,0,0,664.6666666667,0,0,52148.5,43413,0,4474,0
C6H7N5O,0,0,0,0,22397.6666666667,27319,22525.6666666667,0,0,0,32942.3333333333,40594,27664.3333333333
C19H29N5O2,229.5,919.25,0,0,0,0,0,579,0,0,0,0,0
C10H12N2O3,0,0,0,0,9495.6666666667,5558.3333333333,0,0,0,0,12808,13611.3333333333,0
C20H16O8,23316,16215,18763,22659,0,0,0,9058,20987,13221,0,0,0
C7H14N2O2S,0,0,0,0,0,0,7664.6666666667,0,0,0,0,6953.6666666667,7032
C8H12O2,75.5,677.25,365.5,0,0,0,0,208.25,106.25,0,0,0,0
C6H14N2O2,0,0,0,0,0,0,0,0,6545,7018,0,0,0
C7H14N2O4,0,0,0,0,0,0,0,0,8301,9674,0,0,0
C13H18N6O3,0,0,0,0,0,0,0,0,5389,6296,0,0,0
C10H16O,3203,5600,1229.8571428572,3296.5,0,0,0,3129,1214.4285714286,0,0,0,0
C24H20O9,0,0,0,0,0,0,8815,0,0,0,0,0,9497.3333333333
C11H17NO8,0,0,0,0,0,0,0,6920,0,0,0,0,0
C12H17N5O4,0,0,0,0,0,0,0,8917,0,0,0,0,0
C10H14N2S,0,0,0,0,0,0,0,13428,0,0,0,0,0
C18H30O3,0,0,0,0,0,0,0,1519,0,0,0,0,0
C27H41NO6S,0,0,0,0,0,0,0,237,0,0,0,0,0
C11H11N5O4,0,0,0,0,0,0,0,7252,0,0,0,0,0
C9H17NO7,0,0,0,0,0,0,0,9132,0,0,0,0,0
C9H19O11P,0,0,0,0,0,0,0,1381,0,0,0,0,0
C10H18N2O8,0,0,0,0,0,0,0,9076,0,0,0,0,0
C11H15N5O4,0,0,0,0,0,0,0,11682,0,0,0,0,0
C20H41NO2,0,0,0,0,0,0,0,837,0,0,0,0,0
C24H36O5,0,0,0,0,0,0,0,14208,0,0,0,0,0
C28H34O15,0,0,0,0,0,0,0,12374,0,0,0,0,0
C18H37NO,0,0,0,0,0,0,0,18504,0,0,0,0,0
C4H8N2O3,0,0,0,0,0,0,0,6641,0,0,0,0,0
C12H20O10,119005,109302,49573,107820,0,0,0,49334,45466,67317,0,0,0
C11H20N2O6,2659,0,0,0,0,0,0,0,7948,7304,0,0,0
C8H16O,0,0,0,700,0,0,0,0,1696,813,0,0,0
C12H22O11,56116,44535.5,38323.5,111217,0,0,7378.6666666667,196101,34728.5,60542,0,0,0
C11H14NO6P,0,0,0,0,18821.6666666667,9009.3333333333,29939.3333333333,0,0,0,16283,13947,35010
C20H14O7,20456,9134,17551,11389,0,0,0,7908,14024,8884,0,0,0
C8H17N,0,0,0,0,1489.3333333333,0,0,0,0,0,1631.3333333333,0,0
C10H9NO,0,0,0,0,0,2167.6666666667,0,0,0,0,0,11908.6666666667,0
C15H28O2,87.6666666667,364.8333333333,450,0,0,0,0,247.1666666667,0,0,0,0,0
C16H30O2,489.2,2398.6,0,1402,0,0,0,911.6,0,0,0,0,0
C24H34O4S,0,0,0,0,4188,0,0,0,0,0,4538,0,0
C17H32O2,912.6,207.6,1019,0,0,0,0,907.2,604,0,0,0,0
C9H8O3,0,8199,0,0,46498.6666666667,55829.6666666667,75860.3333333333,1330.5,0,0,70441.4166666667,64196,84348.5555555556
C27H48O3,6081,16154,0,0,0,0,0,5137,0,0,0,0,0
C16H22N4O9S,2715,3313.5,8653,0,0,0,0,0,20722,0,0,0,0
C17H27N4O14P,87799,77291,117622,103030,0,0,0,31864,57658,45900,0,0,0
C9H12O2,0,5344,242.5,0,0,0,0,662,0,0,0,0,0
C12H10NOCl2F3,6327,7012,0,7141,0,0,0,7684,0,0,0,0,0
C10H19N,0,0,878,812.5,0,0,0,0,2075,305.5,0,0,0
C19H37N5O6,0,0,15482,9560,0,0,0,0,14562,9737,0,0,0
C6H13NO5,12829,15667,0,10981,0,0,0,6495,5335,0,0,0,0
C8H19N,0,0,18419,0,387.5,0,0,0,17194,0,1035.1666666667,0,0
C6H10O5,14554,11427,4957,10270,0,0,0,5769,3589,3939,0,0,0
C4H5NO3,0,0,0,0,0,0,0,0,3123,0,0,0,0
C6H13N3,0,0,0,0,0,0,0,0,1516,0,0,0,0
C4H9NO3,0,0,0,0,0,0,0,0,6710,0,0,0,0
C5H11NO3,0,0,0,0,0,0,0,0,6627,0,0,0,0
C4H7NO2,0,0,0,0,0,0,0,0,2442,0,0,0,0
C26H35N5O12S,0,0,0,0,0,0,0,0,8229.5,0,0,0,0
C7H11N3,0,0,0,0,0,0,0,0,1669.5,0,0,0,0
C25H45NO9,0,0,0,0,0,0,0,0,1896,0,0,0,0
C8H10O2,0,0,0,0,0,0,0,0,259.6666666667,0,0,0,0
C21H41N5O7,0,0,12598,0,0,0,0,0,9008,5847,0,0,0
C8H8O,0,0,0,0,14178,0,0,0,0,0,14966.3333333333,0,0
C8H14O5S,1649.5,10605.5,3042,0,0,0,0,0,1202.5,0,0,0,0
C11H18,0,0,0,0,2669.6666666667,0,0,0,0,0,2797,0,0
C16H20O9,0,0,0,0,0,2801.3333333333,0,0,0,0,0,13343.3333333333,0
C14H10O,0,10927,5131.5,0,0,0,0,0,333,0,0,0,0
C18H35NO3,0,2582,0,0,0,0,0,0,0,0,0,0,0
C6H12O6,0,3707,0,0,0,0,0,0,0,0,0,0,0
C15H22O4,0,843,0,0,0,0,0,0,0,0,0,0,0
C17H34N3O14P,0,9517,0,0,0,0,0,0,0,0,0,0,0
C16H18N4O7S,0,3629,0,0,0,0,0,0,0,0,0,0,0
C11H10O5,0,3253,0,0,0,0,0,0,0,0,0,0,0
C12H27O4P,0,7332,0,0,0,0,0,0,0,0,0,0,0
C19H12O7,0,10989,0,0,0,0,0,0,0,0,0,0,0
C11H20O10,0,6514,0,0,0,0,0,0,0,0,0,0,0
C11H23NO2,0,0,0,0,0,0,469262,0,0,5115,0,0,485133
C22H22O11,0,0,0,0,18150,12544.6666666667,0,0,0,0,27239.3333333333,15977,0
C14H26O2,37.3333333333,0,1051.75,0,0,0,0,692,91,0,0,0,0
C18H34O2,2351,195,1322,869.3333333333,0,0,0,1421.8333333333,0,2008.6666666667,0,0,0
C15H10O8,59122,48360,28809,36056,113956.083333333,11712.8333333333,13601.6666666667,51502,22007,44965,112467.583333333,10299.6666666667,8313
C9H17N4O9P,0,0,0,0,19560.6666666667,10837,15229.3333333333,0,0,0,19982.5555555556,9628.6666666667,19235.6666666667
C18H35NO,19851,8693.5,0,83313,0,0,0,10850,0,205947,0,0,0
C12H20N3O6SCl,0,0,21479,0,0,0,0,0,22086,0,0,0,0
C37H60N7O18P3S,0,0,0,0,0,0,0,0,0,6427,0,0,0
C8H20O7P2,0,0,0,0,0,0,0,0,0,4890,0,0,0
C23H30N4O4S2,0,0,0,0,0,0,0,0,0,11316,0,0,0
C8H17NOS,0,0,0,0,0,0,0,0,0,19251,0,0,0
C9H12O,9590,6122,0,0,0,0,0,6260,0,0,0,0,0
C12H16O2,1778,0,0,0,0,0,0,2235,0,0,0,0,0
C6H11N3,0,0,2591.25,0,0,0,0,0,2333.5,0,0,0,0
C7H6O6,0,0,0,0,0,0,7266,0,0,0,0,0,7412
C9H14O,45.8,202.2,582,0,0,0,0,190,0,0,0,0,0
C9H14O2,122.25,257.125,1098.75,0,0,0,0,92.75,410.5,0,0,0,0
C8H11N,0,0,755,0,0,0,0,0,578,0,0,0,0
C26H42O4,10045,0,0,0,0,0,0,6808,3302.25,0,0,0,0
C24H41NO10,877,1513.5,0,0,0,0,0,0,45,0,0,0,0
C18H32O2,1218,0,669,0,0,0,0,1156.5,0,0,0,0,0
C5H11NO,0,0,0,1571.2,0,0,0,0,0,1908.4,0,0,0
C10H14O2,311,463,0,0,0,0,0,0,0,0,0,0,0
C6H8O7,0,0,0,0,2111.6666666667,0,12830,0,0,0,3213,0,11919
C11H20O,0,0,0,0,0,631.6666666667,0,0,0,0,0,2380,0
C4H9NO2,0,0,0,0,0,0,4438.3333333333,0,0,0,0,0,4396
C20H38O2,0,0,830.3333333333,0,0,0,0,0,327,0,0,0,0
C6H4O4,0,0,0,0,5641.3333333333,0,7483.3333333333,0,0,0,6405.6666666667,0,6611.3333333333
C12H12O3,0,0,0,0,181563.333333333,0,7040.6666666667,0,0,0,186052,0,0
C12H16O3,0,0,0,0,6031.3333333333,6567.3333333333,9141,0,0,0,7005.1111111111,11162.3333333333,9805
C7H6O3,35582.8571428571,39870.7142857143,42681,26877.4,1974662.27777778,815388.666666667,2070900.77777778,34631.8571428571,36842,29167.8,2042320.77777778,860219.878787879,2177035.38888889
C18H32O3,2165,0,0,0,0,0,0,0,1863,0,0,0,0
C27H34O15,0,0,0,0,62434.6666666667,47482,93933,0,0,0,73878,49143.3333333333,99172.3333333333
C9H14O4,970,0,0,0,0,0,0,553.25,0,0,0,0,0
C21H16O8,0,0,9619,5687,0,0,0,0,0,2723,0,0,0
C8H10N4O2,1474050.5,1596131,2931007,2262873,81847708.3333333,100007260,96941848,1683899,3538834,3221240,104945289,135618578.333333,107211820.666667
C19H27N5O3,1091,0,25.5,0,0,0,0,0,698.5,0,0,0,0
C9H12,612,440,0,0,0,0,0,0,0,0,0,0,0
C5H6O5,0,0,0,0,28663,0,0,0,0,0,26113.8333333333,0,0
C9H17NO5,0,6200,0,5994,32613.6666666667,36546.6666666667,77395.6666666667,0,0,10436,53931,53415.6666666667,69733
C10H19NO2S2,0,0,0,0,0,0,12766.3333333333,0,0,0,0,0,12203.6666666667
C9H13N2O11P2F,0,0,0,0,8708.3333333333,8607.3333333333,16763,0,0,0,6901,9174.6666666667,19740.3333333333
C8H8N4,0,0,1308.5,0,0,0,0,0,18,0,0,0,0
C18H36O,0,0,833,0,0,0,0,0,0,0,0,0,0
C6H12OCl2,0,0,3727,0,0,0,0,0,0,0,0,0,0
C15H10O6,6115,6165,0,2532,43201.3333333333,67012.125,88352.4444444444,6687.5,5057,18515.3333333333,50168.1666666667,73167.125,99871.3333333333
C19H20O4,0,0,0,0,0,10981.6666666667,14531.6666666667,0,0,0,0,16897.3333333333,16993.3333333333
C12H18N4O4PS,4853,2578,0,2773,0,0,0,0,0,0,0,0,0
C7H10O4,473,0,0,0,0,0,0,149.6666666667,0,0,0,0,0
C15H14O6,233479.333333333,217713.666666667,350475.5,435641,4641845.22222222,2237665.06666667,4844486.44444444,198890,216295.5,355593.5,4194811.88888889,2432420.6,5264047.55555556
C12H12O2,0,0,0,0,0,10559,18117.6666666667,0,0,0,0,11072,21019.6666666667
C25H32N2O6,0,0,0,0,11243.6666666667,0,0,0,0,0,9812.6666666667,0,0
C7H12O6,0,0,0,15608,0,0,0,0,0,0,0,0,0
C4H8N2O,0,0,0,2649.5,0,0,0,0,0,0,0,0,0
C14H10N4O5,0,0,0,0,14651,15962.3333333333,15382.8333333333,0,0,0,11932.1111111111,12150.3333333333,21809.1666666667
C8H7N,0,0,0,0,14611.2222222222,54928.6666666667,0,0,0,0,24811,123614.666666667,0
C2H7O3P,24271,0,23635.5,0,0,0,0,0,2173,0,0,0,0
C9H16O2,1024,241,0,0,0,0,0,0,0,0,0,0,0
C13H20O3,0,0,0,0,8519.6666666667,0,0,0,0,0,7197.6666666667,0,0
C22H20N2O7,0,0,0,0,0,5170,0,0,0,0,0,14159,0
C18H32O16,5333,0,0,7240,0,0,0,0,0,0,0,0,0
C11H22N5O6P,0,0,0,0,53266.3333333333,0,67613.3333333333,0,0,0,42138.3333333333,0,64012
C10H10O2,0,0,0,0,17852,13620.1111111111,18081.25,0,0,0,24229.3333333333,20153.7777777778,15205.4166666667
C30H26O11,0,0,0,0,10759,7236.6666666667,14834.3333333333,0,0,0,7810,11229,16367.6666666667
C14H18O4,0,0,0,0,0,596.6666666667,0,0,0,0,0,1568,0
C7H14O,2924,0,0,0,0,0,0,0,0,0,0,0,0
C32H63NO3,1741,0,0,0,0,0,0,0,0,0,0,0,0
C16H28O,363,0,0,0,0,0,0,0,0,0,0,0,0
C18H39O7P,21007,0,0,0,0,0,0,0,0,0,0,0,0
C16H22O4,0,1438,535,0,199285.333333333,551,0,0,0,0,151392.666666667,2158.3333333333,0
C16H27NO6,0,0,0,0,5132.3333333333,0,1473.6666666667,0,0,0,4799,0,806
C6H6O2,0,0,0,0,20340.3333333333,16037.7777777778,19918.1666666667,0,0,0,17829.6666666667,16109,22673.8333333333
C8H17NO,0,0,0,0,776.6666666667,0,0,0,0,0,570.1666666667,0,0
C12H15N2O3PS,3120,0,0,0,2407.3333333333,0,0,0,0,0,1786.6666666667,0,0
C30H26O12,53610,55388.25,90466,90991.3333333333,244412.266666667,176762.933333333,271103.4,65437.5,76217,74359.3333333333,246766.933333333,165751.2,264096.866666667
C6H12O2,0,0,0,0,0,7018.6666666667,0,0,0,0,1156.6666666667,11945.6666666667,0
C6H13N,0,0,0,0,0,1219.6666666667,0,0,0,0,0,2503.7777777778,0
C18H15N3O7S,0,0,10921,0,11363.6666666667,0,0,0,12911,0,5305.3333333333,0,0
C6H5NO2,0,0,0,0,0,3556.3333333333,0,0,0,0,0,7121,0
C9H15N4O8P,0,0,0,0,73255,32521.5,48426.6666666667,0,0,0,65807.6666666667,31356.6666666667,48538.8333333333
C12H20O2,0,0,0,0,5772.6666666667,0,0,0,0,0,3977.6666666667,0,0
C6H10O3,0,0,0,0,0,956.6666666667,0,0,0,0,0,1807.5,0
C14H20O3,0,18,0,0,4265.6666666667,0,4621.3333333333,0,0,0,6062.3333333333,0,2164.6666666667
C30H26O14,17410.3333333333,13526,16708,13043.25,52374.2222222222,50690.2,73917.4444444444,7151,3622,6232,47268.1666666667,49506.1333333333,77108.6111111111
C5H7N3,0,0,346,0,33850.3333333333,79375.6666666667,41614.3333333333,0,3710.6666666667,0,49109,104776.333333333,40186
C10H8O3,0,0,0,0,17516.6666666667,9534.25,8189,0,0,0,11575.8888888889,9245.5,11236.8333333333
C16H13NO3ClF,0,0,0,0,8048.3333333333,9933.3333333333,0,0,0,0,12570.5,3695.3333333333,0
C9H17NO,0,0,2036,0,0,0,1894.3333333333,0,0,206,0,0,1419.6666666667
C18H28O4,0,0,0,0,0,1238.6666666667,0,0,0,0,0,2184,0
C15H14O7,562905.666666667,655467,520131.666666667,626451.666666667,4394108.27777778,4744912.5,9204176.11111111,531297.333333333,460588,544575.333333333,3936888.33333333,4557309.91666667,8923947
C7H9NO,0,0,0,0,0,1395.6666666667,0,0,0,0,0,2422.6666666667,0
C8H8O4,8658,6730.5,3583,4928,181126.333333333,110716,149958.733333333,7160,4097,1931,166389.041666667,106983.4,144675.266666667
C15H11O7,0,0,0,0,0,0,9326.6666666667,0,0,0,0,0,7211.3333333333
C15H22O,0,0,0,0,14776.1666666667,9551.6666666667,0,0,0,0,13397.8333333333,11980.8333333333,0
C15H12O7,18135.6666666667,21658,29857.5,13016,547834,470644.2,654882.133333333,18494,28924.5,14581,516897.25,458122.866666667,637863.133333333
C12H14O3,0,0,0,0,7998.6666666667,11869,22840.6666666667,0,0,0,12699.6666666667,9500.3333333333,19018.5
